Date,Symbol,Close,y,pred,pred_chg,act_chg,correct,profit
2018-04-11,RELIANCE,930.85,970.5,912.9852000000002,-17.864799999999832,39.64999999999998,-1,-39.64999999999998
2018-04-12,RELIANCE,928.7,975.35,918.8828,-9.81720000000007,46.64999999999998,-1,-46.64999999999998
2018-04-13,RELIANCE,938.85,996.3,919.3912000000007,-19.458799999999314,57.44999999999993,-1,-57.44999999999993
2018-04-16,RELIANCE,937.05,963.3,922.0106000000002,-15.039399999999773,26.25,-1,-26.25
2018-04-17,RELIANCE,944.25,972.7,919.0325999999998,-25.217400000000225,28.450000000000045,-1,-28.450000000000045
2018-04-18,RELIANCE,938.0,961.6,917.5365999999992,-20.463400000000775,23.600000000000023,-1,-23.600000000000023
2018-04-19,RELIANCE,942.3,953.95,918.1947999999994,-24.105200000000536,11.650000000000091,-1,-11.650000000000091
2018-04-20,RELIANCE,927.9,971.0,907.9784000000001,-19.9215999999999,43.10000000000002,-1,-43.10000000000002
2018-04-23,RELIANCE,936.0,967.1,911.5429999999994,-24.457000000000562,31.100000000000023,-1,-31.100000000000023
2018-04-24,RELIANCE,970.05,976.7,904.7988000000001,-65.25119999999981,6.650000000000091,-1,-6.650000000000091
2018-04-25,RELIANCE,970.5,981.15,907.1525999999992,-63.34740000000079,10.649999999999977,-1,-10.649999999999977
2018-04-26,RELIANCE,975.35,989.25,916.4637999999994,-58.8862000000006,13.899999999999977,-1,-13.899999999999977
2018-04-27,RELIANCE,996.3,986.6,973.5665999999991,-22.73340000000087,-9.699999999999932,1,9.699999999999932
2018-04-30,RELIANCE,963.3,978.95,945.9773999999977,-17.32260000000224,15.650000000000091,-1,-15.650000000000091
2018-05-02,RELIANCE,972.7,956.15,943.6301999999986,-29.069800000001464,-16.550000000000068,1,16.550000000000068
2018-05-03,RELIANCE,961.6,945.35,929.6175999999992,-31.98240000000078,-16.25,1,16.25
2018-05-04,RELIANCE,953.95,933.85,934.9969999999994,-18.953000000000657,-20.100000000000023,1,20.100000000000023
2018-05-07,RELIANCE,971.0,931.35,936.6611999999997,-34.33880000000033,-39.64999999999998,1,39.64999999999998
2018-05-08,RELIANCE,967.1,926.75,941.0065999999995,-26.093400000000543,-40.35000000000002,1,40.35000000000002
