Date,Symbol,Close,y,pred,pred_chg,act_chg,correct,profit
2018-04-11,RELIANCE,930.85,970.5,922.6626000000006,-8.187399999999457,39.64999999999998,-1,-39.64999999999998
2018-04-12,RELIANCE,928.7,975.35,918.0154000000002,-10.684599999999818,46.64999999999998,-1,-46.64999999999998
2018-04-13,RELIANCE,938.85,996.3,914.1302000000005,-24.71979999999951,57.44999999999993,-1,-57.44999999999993
2018-04-16,RELIANCE,937.05,963.3,922.8613999999999,-14.188600000000065,26.25,-1,-26.25
2018-04-17,RELIANCE,944.25,972.7,922.8818000000008,-21.368199999999206,28.450000000000045,-1,-28.450000000000045
2018-04-18,RELIANCE,938.0,961.6,923.4122000000001,-14.587799999999902,23.600000000000023,-1,-23.600000000000023
2018-04-19,RELIANCE,942.3,953.95,924.9519999999993,-17.34800000000064,11.650000000000091,-1,-11.650000000000091
2018-04-20,RELIANCE,927.9,971.0,915.8258000000001,-12.074199999999905,43.10000000000002,-1,-43.10000000000002
2018-04-23,RELIANCE,936.0,967.1,916.444200000001,-19.555799999998953,31.100000000000023,-1,-31.100000000000023
2018-04-24,RELIANCE,970.05,976.7,905.4390000000005,-64.61099999999942,6.650000000000091,-1,-6.650000000000091
2018-04-25,RELIANCE,970.5,981.15,903.6333999999994,-66.86660000000063,10.649999999999977,-1,-10.649999999999977
2018-04-26,RELIANCE,975.35,989.25,906.3533999999989,-68.99660000000108,13.899999999999977,-1,-13.899999999999977
2018-04-27,RELIANCE,996.3,986.6,942.8543999999982,-53.44560000000172,-9.699999999999932,1,9.699999999999932
2018-04-30,RELIANCE,963.3,978.95,918.4921999999983,-44.807800000001635,15.650000000000091,-1,-15.650000000000091
2018-05-02,RELIANCE,972.7,956.15,923.3357999999992,-49.36420000000089,-16.550000000000068,1,16.550000000000068
2018-05-03,RELIANCE,961.6,945.35,908.1739999999993,-53.42600000000073,-16.25,1,16.25
2018-05-04,RELIANCE,953.95,933.85,916.255799999999,-37.69420000000105,-20.100000000000023,1,20.100000000000023
2018-05-07,RELIANCE,971.0,931.35,906.8645999999995,-64.13540000000046,-39.64999999999998,1,39.64999999999998
2018-05-08,RELIANCE,967.1,926.75,921.4769999999993,-45.62300000000073,-40.35000000000002,1,40.35000000000002
2018-05-09,RELIANCE,976.7,912.25,917.0899999999998,-59.61000000000024,-64.45000000000005,1,64.45000000000005
2018-05-10,RELIANCE,981.15,915.85,938.819999999999,-42.33000000000095,-65.29999999999995,1,65.29999999999995
2018-05-11,RELIANCE,989.25,920.8,944.6055999999987,-44.64440000000127,-68.45000000000005,1,68.45000000000005
2018-05-14,RELIANCE,986.6,920.4,951.4675999999994,-35.132400000000644,-66.20000000000005,1,66.20000000000005
2018-05-15,RELIANCE,978.95,917.45,954.5050000000007,-24.444999999999368,-61.5,1,61.5
2018-05-16,RELIANCE,956.15,916.1,932.5157999999992,-23.63420000000076,-40.049999999999955,1,40.049999999999955
2018-05-17,RELIANCE,945.35,921.35,932.6057999999991,-12.744200000000887,-24.0,1,24.0
2018-05-18,RELIANCE,933.85,930.55,929.2799999999997,-4.570000000000277,-3.300000000000068,1,3.300000000000068
2018-05-21,RELIANCE,931.35,940.85,926.1134000000002,-5.236599999999839,9.5,-1,-9.5
2018-05-22,RELIANCE,926.75,947.65,918.7754000000003,-7.974599999999668,20.899999999999977,-1,-20.899999999999977
2018-05-23,RELIANCE,912.25,954.4,920.8063999999996,8.556399999999599,42.14999999999998,1,42.14999999999998
2018-05-24,RELIANCE,915.85,971.35,919.4713999999999,3.6213999999998805,55.5,1,55.5
2018-05-25,RELIANCE,920.8,984.35,926.7234000000004,5.92340000000047,63.55000000000007,1,63.55000000000007
2018-05-28,RELIANCE,920.4,982.65,917.8809999999999,-2.519000000000119,62.25,-1,-62.25
2018-05-29,RELIANCE,917.45,997.15,920.6967999999996,3.2467999999995527,79.69999999999993,1,79.69999999999993
2018-05-30,RELIANCE,916.1,1002.5,911.8489999999982,-4.251000000001795,86.39999999999998,-1,-86.39999999999998
