Date,Symbol,Close,y,pred,pred_chg,act_chg,correct,profit
2018-10-10,NIFTY_50,10460.1,10124.9,10324.078199999994,-136.0218000000059,-335.2000000000007,1,335.2000000000007
2018-10-11,NIFTY_50,10234.65,10030.0,10299.639400000005,64.98940000000584,-204.64999999999964,-1,-204.64999999999964
2018-10-12,NIFTY_50,10472.5,10250.85,10345.372399999993,-127.12760000000708,-221.64999999999964,1,221.64999999999964
2018-10-15,NIFTY_50,10512.5,10198.4,10600.552599999988,88.05259999998816,-314.10000000000036,-1,-314.10000000000036
2018-10-16,NIFTY_50,10584.75,10386.6,10708.798599999998,124.04859999999826,-198.14999999999964,-1,-198.14999999999964
2018-10-17,NIFTY_50,10453.05,10380.45,10470.0994,17.049399999999878,-72.59999999999854,-1,-72.59999999999854
2018-10-19,NIFTY_50,10303.55,10553.0,10326.832400000007,23.28240000000733,249.45000000000073,1,249.45000000000073
2018-10-22,NIFTY_50,10245.25,10524.0,10287.959,42.70900000000074,278.75,1,278.75
2018-10-23,NIFTY_50,10146.8,10530.0,10214.734600000002,67.93460000000232,383.2000000000007,1,383.2000000000007
2018-10-24,NIFTY_50,10224.75,10598.4,10185.563000000002,-39.18699999999808,373.64999999999964,-1,-373.64999999999964
2018-10-25,NIFTY_50,10124.9,10585.2,10168.973399999993,44.07339999999385,460.3000000000011,1,460.3000000000011
2018-10-26,NIFTY_50,10030.0,10482.2,10106.803199999993,76.80319999999301,452.2000000000007,1,452.2000000000007
2018-10-29,NIFTY_50,10250.85,10582.5,10126.154599999998,-124.69540000000234,331.64999999999964,-1,-331.64999999999964
2018-10-30,NIFTY_50,10198.4,10576.3,10121.082199999999,-77.31780000000072,377.89999999999964,-1,-377.89999999999964
2018-10-31,NIFTY_50,10386.6,10616.7,10145.852399999994,-240.74760000000606,230.10000000000036,-1,-230.10000000000036
2018-11-01,NIFTY_50,10380.45,10682.2,10200.541799999994,-179.90820000000713,301.75,-1,-301.75
